Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_000301651.1,1.1.1.1,,R516,Alcohol dehydrogenase,R04880,C00003; C05576,C00004; C00080; C05577,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C05577: 4.9649018369546685; Km_C00003: 19.69812440972971; Km_C05576: 0.7588628464696322,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C05577: 4.9649018369546685; Kcat_C00003: 19.69812440972971; Kcat_C05576: 0.7588628464696322
WP_000301651.1,1.1.1.1,,R517,Alcohol dehydrogenase,R05233,C00003; C06611,C00004; C00080; C06613,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C06613: 6.863755377746814; Km_C00003: 19.69812440972971; Km_C06611: 6.904026087109613,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C06613: 6.863755377746814; Kcat_C00003: 19.69812440972971; Kcat_C06611: 6.904026087109613
WP_000301651.1,1.1.1.1,,R518,Alcohol dehydrogenase,R05234,C00003; C06612,C00004; C00080; C16348,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C16348: nan; Km_C00003: 19.69812440972971; Km_C06612: 6.904026087109613,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C16348: nan; Kcat_C00003: 19.69812440972971; Kcat_C06612: 6.904026087109613
WP_000301651.1,1.1.1.1,,R519,Alcohol dehydrogenase,R06917,C00003; C14089,C00004; C00080; C14090,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C14090: nan; Km_C00003: 19.69812440972971; Km_C14089: nan,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C14090: nan; Kcat_C00003: 19.69812440972971; Kcat_C14089: nan
WP_000301651.1,1.1.1.1,,R520,Alcohol dehydrogenase,R06927,C00003; C02909,C00004; C00080; C14099,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C14099: nan; Km_C00003: 19.69812440972971; Km_C02909: 8.41233850851238,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C14099: nan; Kcat_C00003: 19.69812440972971; Kcat_C02909: 8.41233850851238
WP_000301651.1,1.1.1.1,,R521,Alcohol dehydrogenase,R08281,C00004; C00080; C07645,C00003; C16551,Km_C00003: 19.69812440972971; Km_C16551: nan; Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C07645: 1.0068690146290786,Kcat_C00003: 19.69812440972971; Kcat_C16551: nan; Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C07645: 1.0068690146290786
WP_000301651.1,1.1.1.1,,R522,Alcohol dehydrogenase,R08306,C00003; C16586,C00004; C00080; C16587,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C16587: nan; Km_C00003: 19.69812440972971; Km_C16586: nan,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C16587: nan; Kcat_C00003: 19.69812440972971; Kcat_C16586: nan
WP_000301651.1,1.1.1.1,,R523,Alcohol dehydrogenase,R08557,C00003; C00114,C00004; C00080; C00576,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C00576: 63.593904897435856; Km_C00003: 19.69812440972971; Km_C00114: 27.4718006422308,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C00576: 63.593904897435856; Kcat_C00003: 19.69812440972971; Kcat_C00114: 27.4718006422308
WP_000301651.1,1.1.1.1,,R524,Alcohol dehydrogenase,R08558,C00006; C00114,C00005; C00080; C00576,Km_C00005: 29.62406313525618; Km_C00080: nan; Km_C00576: 63.593904897435856; Km_C00006: 20.193682513956077; Km_C00114: 27.4718006422308,Kcat_C00005: 29.62406313525618; Kcat_C00080: nan; Kcat_C00576: 63.593904897435856; Kcat_C00006: 20.193682513956077; Kcat_C00114: 27.4718006422308
WP_000301651.1,1.1.1.1,,R525,Alcohol dehydrogenase,R07327,C00003; C00069,C00004; C00080; C01450,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C01450: nan; Km_C00003: 19.69812440972971; Km_C00069: nan,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C01450: nan; Kcat_C00003: 19.69812440972971; Kcat_C00069: nan
WP_000301651.1,1.1.1.1,,R526,Alcohol dehydrogenase,R00624,C00003; C01612,C00004; C00080; C01450,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C01450: nan; Km_C00003: 19.69812440972971; Km_C01612: nan,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C01450: nan; Kcat_C00003: 19.69812440972971; Kcat_C01612: nan
WP_000301651.1,1.1.1.1,,R527,Alcohol dehydrogenase,R08310,C00003; C16595,C00004; C00080; C16596,Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C16596: nan; Km_C00003: 19.69812440972971; Km_C16595: nan,Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C16596: nan; Kcat_C00003: 19.69812440972971; Kcat_C16595: nan
WP_000301651.1,1.1.1.1,,R528,Alcohol dehydrogenase,R07105,C00004; C00080; C06899,C00001; C00003; C07490,Km_C00001: 5.298893555959352; Km_C00003: 19.69812440972971; Km_C07490: 3.8104092227722464; Km_C00004: 29.555349305319307; Km_C00080: nan; Km_C06899: 3.1940801064988578,Kcat_C00001: 5.298893555959352; Kcat_C00003: 19.69812440972971; Kcat_C07490: 3.8104092227722464; Kcat_C00004: 29.555349305319307; Kcat_C00080: nan; Kcat_C06899: 3.1940801064988578
WP_000941942.1,2.4.2.1,,R529,Purine-nucleoside phosphorylase,R08368,C00009; C15586,C00620; C15587,Km_C00620: 0.05; Km_C15587: nan; Km_C00009: 0.1614504396560178; Km_C15586: nan,Kcat_C00620: 0.0; Kcat_C15587: nan; Kcat_C00009: 0.1614504396560178; Kcat_C15586: nan
WP_000941942.1,2.4.2.1,,R530,Purine-nucleoside phosphorylase,R01561,C00009; C00212,C00147; C00620,Km_C00147: 23.103229379297066; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C00212: 9.418054352137815,Kcat_C00147: 23.103229379297066; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C00212: 9.418054352137815
WP_000941942.1,2.4.2.1,,R531,Purine-nucleoside phosphorylase,R01863,C00009; C00294,C00262; C00620,Km_C00262: 0.0033; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C00294: 9.275759741928487,Kcat_C00262: 0.0; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C00294: 9.275759741928487
WP_000941942.1,2.4.2.1,,R532,Purine-nucleoside phosphorylase,R02147,C00009; C00387,C00242; C00620,Km_C00242: 9.83110935521798; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C00387: 0.02,Kcat_C00242: 9.83110935521798; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C00387: 0.0
WP_000941942.1,2.4.2.1,,R533,Purine-nucleoside phosphorylase,R02297,C00009; C01762,C00385; C00620,Km_C00385: 6.171641328469742; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C01762: 0.072,Kcat_C00385: 6.171641328469742; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C01762: 0.0
WP_000941942.1,2.4.2.1,,R534,Purine-nucleoside phosphorylase,R01969,C00009; C00330,C00242; C00672,Km_C00242: 9.83110935521798; Km_C00672: 7.1499566456549895; Km_C00009: 0.1614504396560178; Km_C00330: 0.044,Kcat_C00242: 9.83110935521798; Kcat_C00672: 7.1499566456549895; Kcat_C00009: 0.1614504396560178; Kcat_C00330: 0.0
WP_000941942.1,2.4.2.1,,R535,Purine-nucleoside phosphorylase,R02294,C00009; C03150,C00153; C00620,Km_C00153: 0.1434147735233269; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C03150: 0.62,Kcat_C00153: 0.1434147735233269; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C03150: 0.0
WP_000941942.1,2.4.2.1,,R536,Purine-nucleoside phosphorylase,R02295,C00009; C05841,C00080; C00253; C00620,Km_C00080: nan; Km_C00253: 0.1052077039000493; Km_C00620: 0.05; Km_C00009: 0.1614504396560178; Km_C05841: 7.653653793981317,Kcat_C00080: nan; Kcat_C00253: 0.1052077039000493; Kcat_C00620: 0.0; Kcat_C00009: 0.1614504396560178; Kcat_C05841: 7.653653793981317
WP_000941942.1,2.4.2.1,,R537,Purine-nucleoside phosphorylase,R02484,C00009; C00526,C00106; C00672,Km_C00106: 0.8874998318855329; Km_C00672: 7.1499566456549895; Km_C00009: 0.1614504396560178; Km_C00526: 4.519383558617452,Kcat_C00106: 0.8874998318855329; Kcat_C00672: 7.1499566456549895; Kcat_C00009: 0.1614504396560178; Kcat_C00526: 4.519383558617452
WP_000941942.1,2.4.2.1,,R538,Purine-nucleoside phosphorylase,R02557,C00009; C00559,C00147; C00672,Km_C00147: 23.103229379297066; Km_C00672: 7.1499566456549895; Km_C00009: 0.1614504396560178; Km_C00559: 6.698207779237824,Kcat_C00147: 23.103229379297066; Kcat_C00672: 7.1499566456549895; Kcat_C00009: 0.1614504396560178; Kcat_C00559: 6.698207779237824
WP_000941942.1,2.4.2.1,,R539,Purine-nucleoside phosphorylase,R02748,C00009; C05512,C00262; C00672,Km_C00262: 0.0033; Km_C00672: 7.1499566456549895; Km_C00009: 0.1614504396560178; Km_C05512: 0.18,Kcat_C00262: 0.0; Kcat_C00672: 7.1499566456549895; Kcat_C00009: 0.1614504396560178; Kcat_C05512: 0.0
WP_000137657.1,4.1.1.37,,R540,Uroporphyrinogen decarboxylase,R03197,C01051,C00011; C03263,Km_C00011: 8.928189408769121; Km_C03263: 0.4238443833094359; Km_C01051: 8.042502140792815,Kcat_C00011: 8.928189408769121; Kcat_C03263: 0.4238443833094359; Kcat_C01051: 8.042502140792815
WP_000137657.1,4.1.1.37,,R541,Uroporphyrinogen decarboxylase,R04972,C05766,C00011; C05768,Km_C00011: 8.928189408769121; Km_C05768: 0.4238443833094359; Km_C05766: 8.042502140792815,Kcat_C00011: 8.928189408769121; Kcat_C05768: 0.4238443833094359; Kcat_C05766: 8.042502140792815
WP_001297412.1,2.6.99.2,,R542,Pyridoxine 5'-phosphate synthase,R05838,C11437; C11638,C00001; C00009; C00627,Km_C00001: 5.192928243575163; Km_C00009: 22.498016694777984; Km_C00627: 5.178930505820933; Km_C11437: nan; Km_C11638: nan,Kcat_C00001: 5.192928243575163; Kcat_C00009: 22.498016694777984; Kcat_C00627: 5.178930505820933; Kcat_C11437: nan; Kcat_C11638: nan
WP_000781063.1,4.2.3.1,,R543,Threonine synthase,R01466,C00001; C01102,C00009; C00188,Km_C00009: 0.0481663160713182; Km_C00188: 0.4606648945266544; Km_C00001: 1.7259158896560167; Km_C01102: 0.34,Kcat_C00009: 0.0481663160713182; Kcat_C00188: 0.4606648945266544; Kcat_C00001: 1.7259158896560167; Kcat_C01102: 4.0
WP_000781063.1,4.2.3.1,,R544,Threonine synthase,R05086,C00001; C06055,C00009; C06056,Km_C00009: 0.0481663160713182; Km_C06056: 1.8649722788296763; Km_C00001: 1.7259158896560167; Km_C06055: 5.441545480155611,Kcat_C00009: 0.0481663160713182; Kcat_C06056: 1.8649722788296763; Kcat_C00001: 1.7259158896560167; Kcat_C06055: 5.441545480155611
WP_000806177.1,2.4.2.10,,R545,Orotate phosphoribosyltransferase,R01870,C00013; C01103,C00119; C00295,Km_C00119: 0.039; Km_C00295: 0.5004998281202874; Km_C00013: 0.013; Km_C01103: 0.03,Kcat_C00119: 0.0; Kcat_C00295: 0.5004998281202874; Kcat_C00013: 0.0; Kcat_C01103: 0.0
WP_000806177.1,2.4.2.10,,R546,Orotate phosphoribosyltransferase,R08231,C00119; C07649,C00013; C16634,Km_C00013: 0.013; Km_C16634: nan; Km_C00119: 0.039; Km_C07649: 0.7592962897975147,Kcat_C00013: 0.0; Kcat_C16634: nan; Kcat_C00119: 0.0; Kcat_C07649: 0.7592962897975147
WP_000857508.1,2.7.7.24,,R547,Glucose-1-phosphate thymidylyltransferase,R02328,C00103; C00459,C00013; C00842,Km_C00013: 0.154; Km_C00842: 0.095; Km_C00103: 0.034; Km_C00459: 0.0205,Kcat_C00013: 0.0; Kcat_C00842: 0.0; Kcat_C00103: 0.0; Kcat_C00459: 0.0
WP_001319167.1,3.2.1.86,,R548,6-phospho-beta-glucosidase,R00839,C00001; C04534,C00031; C00092,Km_C00031: 2.5807049134453752; Km_C00092: 2.5427565596071595; Km_C00001: 1.5660481622953544; Km_C04534: 2.91310045366253,Kcat_C00031: 2.5807049134453752; Kcat_C00092: 2.5427565596071595; Kcat_C00001: 1.5660481622953544; Kcat_C04534: 2.91310045366253
WP_001319167.1,3.2.1.86,,R549,6-phospho-beta-glucosidase,R05133,C00001; C06187,C00530; C01172,Km_C00530: 0.1045569127436026; Km_C01172: 2.5427565596071595; Km_C00001: 1.5660481622953544; Km_C06187: 0.44,Kcat_C00530: 0.1045569127436026; Kcat_C01172: 2.5427565596071595; Kcat_C00001: 1.5660481622953544; Kcat_C06187: 0.0
WP_001319167.1,3.2.1.86,,R550,6-phospho-beta-glucosidase,R05134,C00001; C06188,C01172; C02323,Km_C01172: 2.5427565596071595; Km_C02323: 1.2496294259169118; Km_C00001: 1.5660481622953544; Km_C06188: 0.475,Kcat_C01172: 2.5427565596071595; Kcat_C02323: 1.2496294259169118; Kcat_C00001: 1.5660481622953544; Kcat_C06188: 0.0
WP_012767740.1,1.1.1.23,,R551,Histidinol dehydrogenase,R01158,C00001; C00003; C00860,C00004; C00080; C00135,Km_C00004: 79.40104984785742; Km_C00080: nan; Km_C00135: 39.80580887460014; Km_C00001: 8.838819292839696; Km_C00003: 40.68912765940485; Km_C00860: 1.208005826609749,Kcat_C00004: 79.40104984785742; Kcat_C00080: nan; Kcat_C00135: 39.80580887460014; Kcat_C00001: 8.838819292839696; Kcat_C00003: 40.68912765940485; Kcat_C00860: 1.208005826609749
WP_012767740.1,1.1.1.23,,R552,Histidinol dehydrogenase,R01163,C00001; C00003; C01929,C00004; C00080; C00135,Km_C00004: 79.40104984785742; Km_C00080: nan; Km_C00135: 39.80580887460014; Km_C00001: 8.838819292839696; Km_C00003: 40.68912765940485; Km_C01929: 1.4060965320807464,Kcat_C00004: 79.40104984785742; Kcat_C00080: nan; Kcat_C00135: 39.80580887460014; Kcat_C00001: 8.838819292839696; Kcat_C00003: 40.68912765940485; Kcat_C01929: 1.4060965320807464
WP_012767740.1,1.1.1.23,,R553,Histidinol dehydrogenase,R03012,C00003; C00860,C00004; C00080; C01929,Km_C00004: 79.40104984785742; Km_C00080: nan; Km_C01929: 1.4060965320807464; Km_C00003: 40.68912765940485; Km_C00860: 1.208005826609749,Kcat_C00004: 79.40104984785742; Kcat_C00080: nan; Kcat_C01929: 1.4060965320807464; Kcat_C00003: 40.68912765940485; Kcat_C00860: 1.208005826609749
WP_000796481.1,6.3.2.9,,R554,Udp-n-acetylmuramoyl-l-alanine-d-glutamate ligase,R02783,C00002; C00217; C01212,C00008; C00009; C00692,Km_C00008: 12.625018662935284; Km_C00009: 24.366244426997834; Km_C00692: 11.63513273250911; Km_C00002: 12.05146952686783; Km_C00217: 0.09464285714285715; Km_C01212: 11.133551185220364,Kcat_C00008: 12.625018662935284; Kcat_C00009: 24.366244426997834; Kcat_C00692: 11.63513273250911; Kcat_C00002: 12.05146952686783; Kcat_C00217: 0.0; Kcat_C01212: 11.133551185220364
WP_000584546.1,6.3.2.12,,R555,Dihydrofolate synthase,R02237,C00002; C00025; C00921,C00008; C00009; C00415,Km_C00008: 0.6687194260603407; Km_C00009: 0.0739423716468671; Km_C00415: 1.084653068718825; Km_C00002: 0.4727500116380843; Km_C00025: 0.4512470819231791; Km_C00921: 0.0006,Kcat_C00008: 0.6687194260603407; Kcat_C00009: 0.0739423716468671; Kcat_C00415: 1.084653068718825; Kcat_C00002: 0.4727500116380843; Kcat_C00025: 0.4512470819231791; Kcat_C00921: 0.0
WP_000584546.1,6.3.2.12,,R556,Dihydrofolate synthase,R01654,C00002; C00025; C00234,C00008; C00009; C05928,Km_C00008: 0.6687194260603407; Km_C00009: 0.0739423716468671; Km_C05928: 0.6123116904488327; Km_C00002: 0.4727500116380843; Km_C00025: 0.4512470819231791; Km_C00234: 0.4635644895647502,Kcat_C00008: 0.6687194260603407; Kcat_C00009: 0.0739423716468671; Kcat_C05928: 0.6123116904488327; Kcat_C00002: 0.4727500116380843; Kcat_C00025: 0.4512470819231791; Kcat_C00234: 0.4635644895647502
WP_001295331.1,1.5.1.2,,R557,Pyrroline-5-carboxylate reductase,R01248,C00003; C00148,C00004; C00080; C03912,Km_C00004: 0.23; Km_C00080: nan; Km_C03912: 0.34; Km_C00003: 2.0450656674336614; Km_C00148: 2.7105117372761733,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C03912: 0.0; Kcat_C00003: 2.0450656674336614; Kcat_C00148: 2.7105117372761733
WP_001295331.1,1.5.1.2,,R558,Pyrroline-5-carboxylate reductase,R01251,C00006; C00148,C00005; C00080; C03912,Km_C00005: 0.03; Km_C00080: nan; Km_C03912: 0.34; Km_C00006: 1.8288037580860976; Km_C00148: 2.7105117372761733,Kcat_C00005: 0.0; Kcat_C00080: nan; Kcat_C03912: 0.0; Kcat_C00006: 1.8288037580860976; Kcat_C00148: 2.7105117372761733
WP_001295331.1,1.5.1.2,,R559,Pyrroline-5-carboxylate reductase,R03291,C00003; C01157,C00004; C00080; C04281,Km_C00004: 0.23; Km_C00080: nan; Km_C04281: 2.2074070659322973; Km_C00003: 2.0450656674336614; Km_C01157: 0.4823051345569569,Kcat_C00004: 0.0; Kcat_C00080: nan; Kcat_C04281: 2.2074070659322973; Kcat_C00003: 2.0450656674336614; Kcat_C01157: 0.4823051345569569
WP_001295331.1,1.5.1.2,,R560,Pyrroline-5-carboxylate reductase,R03293,C00006; C01157,C00005; C00080; C04281,Km_C00005: 0.03; Km_C00080: nan; Km_C04281: 2.2074070659322973; Km_C00006: 1.8288037580860976; Km_C01157: 0.4823051345569569,Kcat_C00005: 0.0; Kcat_C00080: nan; Kcat_C04281: 2.2074070659322973; Kcat_C00006: 1.8288037580860976; Kcat_C01157: 0.4823051345569569
WP_001100801.1,5.1.3.13,,R561,Dtdp-4-dehydrorhamnose 3;5-epimerase,R06514,C11907,C00688,Km_C00688: 15.91111363408935; Km_C11907: 0.025,Kcat_C00688: 15.91111363408935; Kcat_C11907: 0.0
WP_001295412.1,4.1.2.4,,R562,Deoxyribose-phosphate aldolase,R01066,C00673,C00084; C00118,Km_C00084: 1.7; Km_C00118: 0.116933962675536; Km_C00673: 43.57866666666666,Kcat_C00084: 0.0; Kcat_C00118: 0.116933962675536; Kcat_C00673: 41.5
WP_001043882.1,1.8.4.14,,R563,L-methionine (r)-s-oxide reductase,R07608,C00001; C00073; C00343,C00342; C15998,Km_C00342: 0.0098; Km_C15998: 3.9; Km_C00001: 1.4882368088148543; Km_C00073: 8.44772839950398; Km_C00343: nan,Kcat_C00342: 0.0; Kcat_C15998: 6.9; Kcat_C00001: 1.4882368088148543; Kcat_C00073: 8.44772839950398; Kcat_C00343: nan
WP_001043882.1,1.8.4.14,,R564,L-methionine (r)-s-oxide reductase,R02025,C00001; C00073; C00343,C00342; C02989,Km_C00342: 0.0098; Km_C02989: 5.827139263740049; Km_C00001: 1.4882368088148543; Km_C00073: 8.44772839950398; Km_C00343: nan,Kcat_C00342: 0.0; Kcat_C02989: 5.827139263740049; Kcat_C00001: 1.4882368088148543; Kcat_C00073: 8.44772839950398; Kcat_C00343: nan
WP_000935370.1,1.2.1.38,,R565,N-acetyl-gamma-glutamyl-phosphate reductase,R03443,C00006; C00009; C01250,C00005; C00080; C04133,Km_C00005: 23.962189868457283; Km_C00080: nan; Km_C04133: 26.55813552040143; Km_C00006: 0.17; Km_C00009: 0.1217912952893316; Km_C01250: 0.6,Kcat_C00005: 23.962189868457283; Kcat_C00080: nan; Kcat_C04133: 26.55813552040143; Kcat_C00006: 0.0; Kcat_C00009: 0.1217912952893316; Kcat_C01250: 0.0
WP_000626688.1,6.3.2.10,,R566,Udp-n-acetylmuramoyl-tripeptide-d-alanyl-d-alanine ligase,R04573,C00002; C00993; C05892,C00008; C00009; C04702,Km_C00008: 13.473346568577258; Km_C00009: 16.592646586577576; Km_C04702: 15.264658645105332; Km_C00002: 11.824959850490735; Km_C00993: 15.974549198747455; Km_C05892: 17.168461554750444,Kcat_C00008: 13.473346568577258; Kcat_C00009: 16.592646586577576; Kcat_C04702: 15.264658645105332; Kcat_C00002: 11.824959850490735; Kcat_C00993: 15.974549198747455; Kcat_C05892: 17.168461554750444
WP_000626688.1,6.3.2.10,,R567,Udp-n-acetylmuramoyl-tripeptide-d-alanyl-d-alanine ligase,R04617,C00002; C00993; C04877,C00008; C00009; C04882,Km_C00008: 13.473346568577258; Km_C00009: 16.592646586577576; Km_C04882: 15.310168915388903; Km_C00002: 11.824959850490735; Km_C00993: 15.974549198747455; Km_C04877: 17.089320809654115,Kcat_C00008: 13.473346568577258; Kcat_C00009: 16.592646586577576; Kcat_C04882: 15.310168915388903; Kcat_C00002: 11.824959850490735; Kcat_C00993: 15.974549198747455; Kcat_C04877: 17.089320809654115
WP_000955917.1,2.7.3.9,,R568,Phosphoenolpyruvate-protein phosphotransferase,R02628,C00074; C00615,C00022; C04261,Km_C00022: 1.4301279981180155; Km_C04261: nan; Km_C00074: 0.19; Km_C00615: nan,Kcat_C00022: 1.4301279981180155; Kcat_C04261: nan; Kcat_C00074: 0.0; Kcat_C00615: nan
WP_000486988.1,2.6.1.57,,R569,Aromatic-amino-acid transaminase,R03120,C00026; C01021,C00025; C00972,Km_C00025: 198.32823786843107; Km_C00972: nan; Km_C00026: 1.1866666666666668; Km_C01021: nan,Kcat_C00025: 198.32823786843107; Kcat_C00972: nan; Kcat_C00026: 278.0; Kcat_C01021: nan
WP_000486988.1,2.6.1.57,,R570,Aromatic-amino-acid transaminase,R00694,C00026; C00079,C00025; C00166,Km_C00025: 198.32823786843107; Km_C00166: 609.1083360018453; Km_C00026: 1.1866666666666668; Km_C00079: 281.6061625094325,Kcat_C00025: 198.32823786843107; Kcat_C00166: 609.1083360018453; Kcat_C00026: 278.0; Kcat_C00079: 281.6061625094325
WP_000486988.1,2.6.1.57,,R571,Aromatic-amino-acid transaminase,R00734,C00026; C00082,C00025; C01179,Km_C00025: 198.32823786843107; Km_C01179: 0.032; Km_C00026: 1.1866666666666668; Km_C00082: 298.0892788018139,Kcat_C00025: 198.32823786843107; Kcat_C01179: 0.0; Kcat_C00026: 278.0; Kcat_C00082: 298.0892788018139
WP_000486988.1,2.6.1.57,,R572,Aromatic-amino-acid transaminase,R01731,C00036; C00826,C00049; C00254,Km_C00049: 135.08212648322993; Km_C00254: 540.8491634434507; Km_C00036: 3.465; Km_C00826: 305.61294186843696,Kcat_C00049: 135.08212648322993; Kcat_C00254: 540.8491634434507; Kcat_C00036: 500.0; Kcat_C00826: 305.61294186843696
WP_000486988.1,2.6.1.57,,R573,Aromatic-amino-acid transaminase,R07396,C00025; C01180,C00026; C00073,Km_C00026: 1.1866666666666668; Km_C00073: 380.97943073563744; Km_C00025: 198.32823786843107; Km_C01180: 1406.8845142021232,Kcat_C00026: 278.0; Kcat_C00073: 380.97943073563744; Kcat_C00025: 198.32823786843107; Kcat_C01180: 1406.8845142021232
WP_000042632.1,2.8.1.8,,R574,Lipoyl synthase,R07767,C00019; C16236; C17023,C00073; C05198; C16237,Km_C00073: 6.637855309258313; Km_C05198: 5.721016840747323; Km_C16237: 5.040691776018407; Km_C00019: 4.498503164627346; Km_C16236: 2.998484019611876; Km_C17023: nan,Kcat_C00073: 6.637855309258313; Kcat_C05198: 5.721016840747323; Kcat_C16237: 5.040691776018407; Kcat_C00019: 4.498503164627346; Kcat_C16236: 2.998484019611876; Kcat_C17023: nan
WP_000042632.1,2.8.1.8,,R575,Lipoyl synthase,R07768,C00019; C05752; C17023,C00073; C05198; C16239,Km_C00073: 6.637855309258313; Km_C05198: 5.721016840747323; Km_C16239: nan; Km_C00019: 4.498503164627346; Km_C05752: nan; Km_C17023: nan,Kcat_C00073: 6.637855309258313; Kcat_C05198: 5.721016840747323; Kcat_C16239: nan; Kcat_C00019: 4.498503164627346; Kcat_C05752: nan; Kcat_C17023: nan
WP_001175605.1,4.2.1.126,,R576,N-acetylmuramic acid 6-phosphate etherase,R08555,C00001; C16698,C00256; C00357,Km_C00256: 6.585231817929679; Km_C00357: 3.682674162969212; Km_C00001: 2.19592286035863; Km_C16698: 3.0,Kcat_C00256: 6.585231817929679; Kcat_C00357: 3.682674162969212; Kcat_C00001: 2.19592286035863; Kcat_C16698: 5.7
WP_001257000.1,2.7.4.9,,R577,Dtmp kinase,R02094,C00002; C00364,C00008; C00363,Km_C00008: 13.206940626903071; Km_C00363: 8.09032646301486; Km_C00002: 12.33542565283573; Km_C00364: 0.17,Kcat_C00008: 13.206940626903071; Kcat_C00363: 8.09032646301486; Kcat_C00002: 12.33542565283573; Kcat_C00364: 0.0
WP_001257000.1,2.7.4.9,,R578,Dtmp kinase,R02098,C00002; C00365,C00008; C01346,Km_C00008: 13.206940626903071; Km_C01346: 3.5935873922583657; Km_C00002: 12.33542565283573; Km_C00365: 2.5,Kcat_C00008: 13.206940626903071; Kcat_C01346: 3.5935873922583657; Kcat_C00002: 12.33542565283573; Kcat_C00365: 0.0
WP_000013046.1,2.1.3.2,,R579,Aspartate carbamoyltransferase,R01397,C00049; C00169,C00009; C00438,Km_C00009: 0.4738565570206305; Km_C00438: 8.802422321891893; Km_C00049: 3.971097315522555; Km_C00169: 13.84,Kcat_C00009: 0.4738565570206305; Kcat_C00438: 8.802422321891893; Kcat_C00049: 3.971097315522555; Kcat_C00169: 0.0
WP_000985549.1,3.1.3.23,,R580,Sugar-phosphatase,R00804,C00001; C00934,C00009; C11477,Km_C00009: 0.0052409208120282; Km_C11477: 0.0198180710465829; Km_C00001: 1.568699908865403; Km_C00934: nan,Kcat_C00009: 0.0052409208120282; Kcat_C11477: 0.0198180710465829; Kcat_C00001: 1.568699908865403; Kcat_C00934: nan
WP_001207520.1,3.2.2.3,,R581,Uridine nucleosidase,R01080,C00001; C00299,C00106; C00121,Km_C00106: 0.1467311605698174; Km_C00121: 1.9275961898808016; Km_C00001: 1.531756643461602; Km_C00299: 0.408,Kcat_C00106: 0.1467311605698174; Kcat_C00121: 1.9275961898808016; Kcat_C00001: 1.531756643461602; Kcat_C00299: 10.85
WP_001289167.1,1.2.1.11,,R582,Aspartate-semialdehyde dehydrogenase,R02291,C00006; C00009; C00441,C00005; C00080; C03082,Km_C00005: 152.9484063119386; Km_C00080: nan; Km_C03082: 66.13842051098057; Km_C00006: 562.5500000000001; Km_C00009: 62.30557724311481; Km_C00441: 0.2,Kcat_C00005: 152.9484063119386; Kcat_C00080: nan; Kcat_C03082: 66.13842051098057; Kcat_C00006: 258.0; Kcat_C00009: 62.30557724311481; Kcat_C00441: 0.0
WP_001076997.1,4.1.99.12,,R583,3;4-dihydroxy-2-butanone-4-phosphate synthase,R07281,C00199,C00058; C15556,Km_C00058: 44.98780991742517; Km_C15556: nan; Km_C00199: 113.01326133660264,Kcat_C00058: 44.98780991742517; Kcat_C15556: nan; Kcat_C00199: 113.01326133660264
WP_001139613.1,3.5.4.16,,R584,Gtp cyclohydrolase i,R00424,C00001; C00044,C00058; C04895,Km_C00058: 12.454297477792675; Km_C04895: 4.938658150484304; Km_C00001: 1.78558802533163; Km_C00044: 3.871888429437061,Kcat_C00058: 12.454297477792675; Kcat_C04895: 4.938658150484304; Kcat_C00001: 1.78558802533163; Kcat_C00044: 3.871888429437061
