Accession Number,EC,Species,Label,Enzyme,Reaction ID,Substrates,Products,Km,Kcat
WP_000301651.1,1.1.1.1,,R520,Alcohol dehydrogenase,R06917,C00003; C14089,C00004; C00080; C14090,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C14090: nan; Km_C00003: 0.1001726910471916; Km_C14089: nan,Kcat_F: 19.69812440972971; Kcat_R: 29.555349305319307
WP_000301651.1,1.1.1.1,,R521,Alcohol dehydrogenase,R06927,C00003; C02909,C00004; C00080; C14099,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C14099: nan; Km_C00003: 0.1001726910471916; Km_C02909: 0.0219607800245285,Kcat_F: 14.055231459121046; Kcat_R: 29.555349305319307
WP_000301651.1,1.1.1.1,,R522,Alcohol dehydrogenase,R08281,C00004; C00080; C07645,C00003; C16551,Km_C00003: 0.1001726910471916; Km_C16551: nan; Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C07645: 0.0467292107641696,Kcat_F: 15.281109159974193; Kcat_R: 19.69812440972971
WP_000301651.1,1.1.1.1,,R523,Alcohol dehydrogenase,R08306,C00003; C16586,C00004; C00080; C16587,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C16587: nan; Km_C00003: 0.1001726910471916; Km_C16586: nan,Kcat_F: 19.69812440972971; Kcat_R: 29.555349305319307
WP_000301651.1,1.1.1.1,,R524,Alcohol dehydrogenase,R08557,C00003; C00114,C00004; C00080; C00576,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C00576: 0.8844401836395264; Km_C00003: 0.1001726910471916; Km_C00114: 0.4091432094573974,Kcat_F: 23.584962525980256; Kcat_R: 46.57462710137758
WP_000301651.1,1.1.1.1,,R525,Alcohol dehydrogenase,R08558,C00006; C00114,C00005; C00080; C00576,Km_C00005: 0.0275932177901268; Km_C00080: 0.5695337653160095; Km_C00576: 0.8844401836395264; Km_C00006: 0.0545859262347221; Km_C00114: 0.4091432094573974,Kcat_F: 23.83274157809344; Kcat_R: 46.608984016346014
WP_000301651.1,1.1.1.1,,R526,Alcohol dehydrogenase,R07327,C00003; C00069,C00004; C00080; C01450,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C01450: nan; Km_C00003: 0.1001726910471916; Km_C00069: nan,Kcat_F: 19.69812440972971; Kcat_R: 29.555349305319307
WP_000301651.1,1.1.1.1,,R527,Alcohol dehydrogenase,R00624,C00003; C01612,C00004; C00080; C01450,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C01450: nan; Km_C00003: 0.1001726910471916; Km_C01612: nan,Kcat_F: 19.69812440972971; Kcat_R: 29.555349305319307
WP_000301651.1,1.1.1.1,,R528,Alcohol dehydrogenase,R08310,C00003; C16595,C00004; C00080; C16596,Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C16596: nan; Km_C00003: 0.1001726910471916; Km_C16595: nan,Kcat_F: 19.69812440972971; Kcat_R: 29.555349305319307
WP_000301651.1,1.1.1.1,,R529,Alcohol dehydrogenase,R07105,C00004; C00080; C06899,C00001; C00003; C07490,Km_C00001: 0.799757719039917; Km_C00003: 0.1001726910471916; Km_C07490: 0.4220741093158722; Km_C00004: 0.0402331762015819; Km_C00080: 0.5695337653160095; Km_C06899: 0.3254671692848205,Kcat_F: 16.37471470590908; Kcat_R: 9.602475729487104
WP_000941942.1,2.4.2.1,,R530,Purine-nucleoside phosphorylase,R08368,C00009; C15586,C00620; C15587,Km_C00620: 0.1; Km_C15587: nan; Km_C00009: 0.3308404684066772; Km_C15586: nan,Kcat_F: 0.1614504396560178; Kcat_R: 10.242148697697395
WP_000941942.1,2.4.2.1,,R531,Purine-nucleoside phosphorylase,R01561,C00009; C00212,C00147; C00620,Km_C00147: 0.0987383499741554; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C00212: 0.0603330135345459,Kcat_F: 4.789752395896917; Kcat_R: 16.672689038497232
WP_000941942.1,2.4.2.1,,R532,Purine-nucleoside phosphorylase,R01863,C00009; C00294,C00262; C00620,Km_C00262: 0.0033; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C00294: 0.1498693525791168,Kcat_F: 4.718605090792253; Kcat_R: 9.94602441335375
WP_000941942.1,2.4.2.1,,R533,Purine-nucleoside phosphorylase,R02147,C00009; C00387,C00242; C00620,Km_C00242: 0.0821686387062072; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C00387: 0.155,Kcat_F: 1.79655092172073; Kcat_R: 10.036629026457687
WP_000941942.1,2.4.2.1,,R534,Purine-nucleoside phosphorylase,R02297,C00009; C01762,C00385; C00620,Km_C00385: 0.0622409135103225; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C01762: 0.072,Kcat_F: 4.126581076937854; Kcat_R: 8.20689501308357
WP_000941942.1,2.4.2.1,,R535,Purine-nucleoside phosphorylase,R01969,C00009; C00330,C00242; C00672,Km_C00242: 0.0821686387062072; Km_C00672: 0.2815678715705871; Km_C00009: 0.3308404684066772; Km_C00330: 0.044,Kcat_F: 0.2093749518575947; Kcat_R: 8.490533000436484
WP_000941942.1,2.4.2.1,,R536,Purine-nucleoside phosphorylase,R02294,C00009; C03150,C00153; C00620,Km_C00153: 0.1285333782434463; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C03150: 0.62,Kcat_F: 3.7635594469343383; Kcat_R: 5.192781735610361
WP_000941942.1,2.4.2.1,,R537,Purine-nucleoside phosphorylase,R02295,C00009; C05841,C00080; C00253; C00620,Km_C00080: 0.7546625137329102; Km_C00253: 0.0900324061512947; Km_C00620: 0.1; Km_C00009: 0.3308404684066772; Km_C05841: 0.1767813116312027,Kcat_F: 3.9075521168186675; Kcat_R: 5.173678200798722
WP_000941942.1,2.4.2.1,,R538,Purine-nucleoside phosphorylase,R02484,C00009; C00526,C00106; C00672,Km_C00106: 0.118746131658554; Km_C00672: 0.2815678715705871; Km_C00009: 0.3308404684066772; Km_C00526: 0.1807976067066192,Kcat_F: 2.340416999136735; Kcat_R: 4.018728238770262
WP_000941942.1,2.4.2.1,,R539,Purine-nucleoside phosphorylase,R02557,C00009; C00559,C00147; C00672,Km_C00147: 0.0987383499741554; Km_C00672: 0.2815678715705871; Km_C00009: 0.3308404684066772; Km_C00559: 0.0561037585139274,Kcat_F: 3.4298291094469207; Kcat_R: 15.126593012476027
WP_000941942.1,2.4.2.1,,R540,Purine-nucleoside phosphorylase,R02748,C00009; C05512,C00262; C00672,Km_C00262: 0.0033; Km_C00672: 0.2815678715705871; Km_C00009: 0.3308404684066772; Km_C05512: 0.02,Kcat_F: 0.6009054008691801; Kcat_R: 8.39992838733255
WP_000137657.1,4.1.1.37,,R541,Uroporphyrinogen decarboxylase,R03197,C01051,C00011; C03263,Km_C00011: 0.2311834841966629; Km_C03263: 0.0051739830523729; Km_C01051: 0.0056747165508568,Kcat_F: 8.042502140792815; Kcat_R: 4.676016896039279
WP_000137657.1,4.1.1.37,,R542,Uroporphyrinogen decarboxylase,R04972,C05766,C00011; C05768,Km_C00011: 0.2311834841966629; Km_C05768: 0.0051739830523729; Km_C05766: 0.0056747165508568,Kcat_F: 8.042502140792815; Kcat_R: 4.676016896039279
WP_001297412.1,2.6.99.2,,R543,Pyridoxine 5'-phosphate synthase,R05838,C11437; C11638,C00001; C00009; C00627,Km_C00001: 1.4112472534179688; Km_C00009: 1.0717909336090088; Km_C00627: 0.0315143913030624; Km_C11437: nan; Km_C11638: nan,Kcat_F: nan; Kcat_R: 10.956625148058029
WP_000781063.1,4.2.3.1,,R544,Threonine synthase,R01466,C00001; C01102,C00009; C00188,Km_C00009: 1.868194341659546; Km_C00188: 0.7482283115386963; Km_C00001: 1.81916344165802; Km_C01102: 0.34,Kcat_F: 2.8629579448280085; Kcat_R: 0.25441560529898627
WP_000781063.1,4.2.3.1,,R545,Threonine synthase,R05086,C00001; C06055,C00009; C06056,Km_C00009: 1.868194341659546; Km_C06056: 1.2882615327835083; Km_C00001: 1.81916344165802; Km_C06055: 0.4013720154762268,Kcat_F: 3.583730684905814; Kcat_R: 0.9565692974504972
WP_000806177.1,2.4.2.10,,R546,Orotate phosphoribosyltransferase,R01870,C00013; C01103,C00119; C00295,Km_C00119: 0.039; Km_C00295: 0.0246075000613927; Km_C00013: 0.013; Km_C01103: 0.03,Kcat_F: 3.9538756413118; Kcat_R: 5.1292163408365905
WP_000806177.1,2.4.2.10,,R547,Orotate phosphoribosyltransferase,R08231,C00119; C07649,C00013; C16634,Km_C00013: 0.013; Km_C16634: nan; Km_C00119: 0.039; Km_C07649: 0.024452120065689,Kcat_F: 5.258614571675205; Kcat_R: 0.1084258913151407
WP_000857508.1,2.7.7.24,,R548,Glucose-1-phosphate thymidylyltransferase,R02328,C00103; C00459,C00013; C00842,Km_C00013: 0.154; Km_C00842: 0.095; Km_C00103: 0.034; Km_C00459: 0.0205,Kcat_F: 0.4927331010990508; Kcat_R: 0.3293439047930578
WP_001319167.1,3.2.1.86,,R549,6-phospho-beta-glucosidase,R00839,C00001; C04534,C00031; C00092,Km_C00031: 11.691558837890623; Km_C00092: 2.152008056640625; Km_C00001: 4.800985813140869; Km_C04534: 1.36732280254364,Kcat_F: 2.239574307978942; Kcat_R: 2.5617307365262674
WP_001319167.1,3.2.1.86,,R550,6-phospho-beta-glucosidase,R05133,C00001; C06187,C00530; C01172,Km_C00530: 0.1235045865178108; Km_C01172: 2.152008056640625; Km_C00001: 4.800985813140869; Km_C06187: 0.35,Kcat_F: 1.5830939618694653; Kcat_R: 1.323656736175381
WP_001319167.1,3.2.1.86,,R551,6-phospho-beta-glucosidase,R05134,C00001; C06188,C01172; C02323,Km_C01172: 2.152008056640625; Km_C02323: 0.160274401307106; Km_C00001: 4.800985813140869; Km_C06188: 0.33,Kcat_F: 1.8393861641396132; Kcat_R: 1.8961929927620358
WP_012767740.1,1.1.1.23,,R552,Histidinol dehydrogenase,R01158,C00001; C00003; C00860,C00004; C00080; C00135,Km_C00004: 0.074691504240036; Km_C00080: 1.2833198308944702; Km_C00135: 0.3072494268417358; Km_C00001: 1.913829326629639; Km_C00003: 0.198191151022911; Km_C00860: 0.170614093542099,Kcat_F: 16.911984259618098; Kcat_R: 59.60342936122878
WP_012767740.1,1.1.1.23,,R553,Histidinol dehydrogenase,R01163,C00001; C00003; C01929,C00004; C00080; C00135,Km_C00004: 0.074691504240036; Km_C00080: 1.2833198308944702; Km_C00135: 0.3072494268417358; Km_C00001: 1.913829326629639; Km_C00003: 0.198191151022911; Km_C01929: 0.2366342842578888,Kcat_F: 16.9780144947751; Kcat_R: 59.60342936122878
WP_012767740.1,1.1.1.23,,R554,Histidinol dehydrogenase,R03012,C00003; C00860,C00004; C00080; C01929,Km_C00004: 0.074691504240036; Km_C00080: 1.2833198308944702; Km_C01929: 0.2366342842578888; Km_C00003: 0.198191151022911; Km_C00860: 0.170614093542099,Kcat_F: 20.9485667430073; Kcat_R: 40.40357318996909
WP_000796481.1,6.3.2.9,,R555,Udp-n-acetylmuramoyl-l-alanine-d-glutamate ligase,R02783,C00002; C00217; C01212,C00008; C00009; C00692,Km_C00008: 0.0421012043952941; Km_C00009: 0.1920929700136184; Km_C00692: 0.059616707265377; Km_C00002: 0.0355958379805088; Km_C00217: 0.5956666666666667; Km_C01212: 0.106443852186203,Kcat_F: 8.314750654029398; Kcat_R: 16.208798607480745
WP_000584546.1,6.3.2.12,,R556,Dihydrofolate synthase,R02237,C00002; C00025; C00921,C00008; C00009; C00415,Km_C00008: 0.025629699230194; Km_C00009: 0.527247428894043; Km_C00415: 0.0082267373800277; Km_C00002: 0.0179114174097776; Km_C00025: 0.6772195100784302; Km_C00921: 0.0006,Kcat_F: 0.7291496592655689; Kcat_R: 0.6091049554753443
WP_000584546.1,6.3.2.12,,R557,Dihydrofolate synthase,R01654,C00002; C00025; C00234,C00008; C00009; C05928,Km_C00008: 0.025629699230194; Km_C00009: 0.527247428894043; Km_C05928: 0.0188791844993829; Km_C00002: 0.0179114174097776; Km_C00025: 0.6772195100784302; Km_C00234: 0.0184883493930101,Kcat_F: 0.4625205277086712; Kcat_R: 0.4516578293853469
WP_001295331.1,1.5.1.2,,R558,Pyrroline-5-carboxylate reductase,R01248,C00003; C00148,C00004; C00080; C03912,Km_C00004: 0.23; Km_C00080: 1.6470541954040527; Km_C03912: 0.14500000000000002; Km_C00003: 0.1857784241437912; Km_C00148: 0.9987024068832396,Kcat_F: 2.377788702354917; Kcat_R: 1.8577208657212871
WP_001295331.1,1.5.1.2,,R559,Pyrroline-5-carboxylate reductase,R01251,C00006; C00148,C00005; C00080; C03912,Km_C00005: 0.03; Km_C00080: 1.6470541954040527; Km_C03912: 0.14500000000000002; Km_C00006: 0.101795919239521; Km_C00148: 0.9987024068832396,Kcat_F: 2.2696577476811353; Kcat_R: 1.8230687499418186
WP_001295331.1,1.5.1.2,,R560,Pyrroline-5-carboxylate reductase,R03291,C00003; C01157,C00004; C00080; C04281,Km_C00004: 0.23; Km_C00080: 1.6470541954040527; Km_C04281: 1.133739352226257; Km_C00003: 0.1857784241437912; Km_C01157: 1.2843481302261353,Kcat_F: 1.2636854009953091; Kcat_R: 1.8596854473842739
WP_001295331.1,1.5.1.2,,R561,Pyrroline-5-carboxylate reductase,R03293,C00006; C01157,C00005; C00080; C04281,Km_C00005: 0.03; Km_C00080: 1.6470541954040527; Km_C04281: 1.133739352226257; Km_C00006: 0.101795919239521; Km_C01157: 1.2843481302261353,Kcat_F: 1.1555544463215273; Kcat_R: 1.8250333316048053
WP_001100801.1,5.1.3.13,,R562,"Dtdp-4-dehydrorhamnose 3,5-epimerase",R06514,C11907,C00688,Km_C00688: 0.0550281256437301; Km_C11907: 0.025,Kcat_F: nan; Kcat_R: 15.91111363408935
WP_001295412.1,4.1.2.4,,R563,Deoxyribose-phosphate aldolase,R01066,C00673,C00084; C00118,Km_C00084: 1.7; Km_C00118: 0.3582288324832916; Km_C00673: 43.57866666666666,Kcat_F: 41.5; Kcat_R: 0.09013247467563595
WP_001043882.1,1.8.4.14,,R564,L-methionine (r)-s-oxide reductase,R07608,C00001; C00073; C00343,C00342; C15998,Km_C00342: 0.0098; Km_C15998: 3.9; Km_C00001: 1.8263647556304927; Km_C00073: 1.1664825677871704; Km_C00343: nan,Kcat_F: 4.967982604159417; Kcat_R: 6.9
WP_001043882.1,1.8.4.14,,R565,L-methionine (r)-s-oxide reductase,R02025,C00001; C00073; C00343,C00342; C02989,Km_C00342: 0.0098; Km_C02989: 1.1819179058074951; Km_C00001: 1.8263647556304927; Km_C00073: 1.1664825677871704; Km_C00343: nan,Kcat_F: 4.967982604159417; Kcat_R: 5.827139263740049
WP_000935370.1,1.2.1.38,,R566,N-acetyl-gamma-glutamyl-phosphate reductase,R03443,C00006; C00009; C01250,C00005; C00080; C04133,Km_C00005: 0.0488040186464786; Km_C00080: 2.1737093925476074; Km_C04133: 0.5298309922218323; Km_C00006: 0.17; Km_C00009: 2.0456223487854004; Km_C01250: 0.6,Kcat_F: 18.037267413691904; Kcat_R: 25.260162694429354
WP_000626688.1,6.3.2.10,,R567,Udp-n-acetylmuramoyl-tripeptide-d-alanyl-d-alanine ligase,R04573,C00002; C00993; C05892,C00008; C00009; C04702,Km_C00008: 0.0627468302845954; Km_C00009: 0.2646707892417907; Km_C04702: 0.0765675529837608; Km_C00002: 0.0579880438745021; Km_C00993: 0.1759124994277954; Km_C05892: 0.0768513232469558,Kcat_F: 14.989323534662878; Kcat_R: 15.11021726675339
WP_000626688.1,6.3.2.10,,R568,Udp-n-acetylmuramoyl-tripeptide-d-alanyl-d-alanine ligase,R04617,C00002; C00993; C04877,C00008; C00009; C04882,Km_C00008: 0.0627468302845954; Km_C00009: 0.2646707892417907; Km_C04882: 0.075850635766983; Km_C00002: 0.0579880438745021; Km_C00993: 0.1759124994277954; Km_C04877: 0.0774198099970817,Kcat_F: 14.962943286297437; Kcat_R: 15.125387356847915
WP_000955917.1,2.7.3.9,,R569,Phosphoenolpyruvate-protein phosphotransferase,R02628,C00074; C00615,C00022; C04261,Km_C00022: 0.3637073934078216; Km_C04261: nan; Km_C00074: 0.19; Km_C00615: nan,Kcat_F: 0.213811689014431; Kcat_R: 1.4301279981180155
WP_000486988.1,2.6.1.57,,R570,Aromatic-amino-acid transaminase,R03120,C00026; C01021,C00025; C00972,Km_C00025: 2.8384079933166504; Km_C00972: nan; Km_C00026: 1.1866666666666668; Km_C01021: nan,Kcat_F: 278.0; Kcat_R: 198.32823786843107
WP_000486988.1,2.6.1.57,,R571,Aromatic-amino-acid transaminase,R00694,C00026; C00079,C00025; C00166,Km_C00025: 2.8384079933166504; Km_C00166: 0.1296981424093246; Km_C00026: 1.1866666666666668; Km_C00079: 0.3176667094230652,Kcat_F: 279.8030812547163; Kcat_R: 403.71828693513817
WP_000486988.1,2.6.1.57,,R572,Aromatic-amino-acid transaminase,R00734,C00026; C00082,C00025; C01179,Km_C00025: 2.8384079933166504; Km_C01179: 0.032; Km_C00026: 1.1866666666666668; Km_C00082: 0.243699699640274,Kcat_F: 288.04463940090693; Kcat_R: 403.98978922499316
WP_000486988.1,2.6.1.57,,R573,Aromatic-amino-acid transaminase,R01731,C00036; C00826,C00049; C00254,Km_C00049: 2.391444206237793; Km_C00254: 0.2014903128147125; Km_C00036: 3.465; Km_C00826: 0.3468139469623565,Kcat_F: 402.8064709342185; Kcat_R: 337.9656449633403
WP_000486988.1,2.6.1.57,,R574,Aromatic-amino-acid transaminase,R07396,C00025; C01180,C00026; C00073,Km_C00026: 1.1866666666666668; Km_C00073: 1.7111380100250244; Km_C00025: 2.8384079933166504; Km_C01180: 1.2844765186309814,Kcat_F: 802.6063760352772; Kcat_R: 329.4897153678187
WP_000042632.1,2.8.1.8,,R575,Lipoyl synthase,R07767,C00019; C16236; C17023,C00073; C05198; C16237,Km_C00073: 0.4235703349113464; Km_C05198: 0.0145583059638738; Km_C16237: 0.0090783983469009; Km_C00019: 0.0104362349957227; Km_C16236: 0.0143906753510236; Km_C17023: nan,Kcat_F: 3.748493592119611; Kcat_R: 5.799854642008015
WP_000042632.1,2.8.1.8,,R576,Lipoyl synthase,R07768,C00019; C05752; C17023,C00073; C05198; C16239,Km_C00073: 0.4235703349113464; Km_C05198: 0.0145583059638738; Km_C16239: 0.0079426346346735; Km_C00019: 0.0104362349957227; Km_C05752: nan; Km_C17023: nan,Kcat_F: 4.498503164627346; Kcat_R: 6.179436075002818
WP_001175605.1,4.2.1.126,,R577,N-acetylmuramic acid 6-phosphate etherase,R08555,C00001; C16698,C00256; C00357,Km_C00256: 0.8525545001029968; Km_C00357: 0.3826510310173034; Km_C00001: 2.80279278755188; Km_C16698: 3.0,Kcat_F: 3.947961430179315; Kcat_R: 5.133952990449446
WP_001257000.1,2.7.4.9,,R578,Dtmp kinase,R02094,C00002; C00364,C00008; C00363,Km_C00008: 0.2370689362287521; Km_C00363: 0.2753450572490692; Km_C00002: 0.1309832483530044; Km_C00364: 0.245,Kcat_F: 10.615647310751495; Kcat_R: 10.648633544958965
WP_001257000.1,2.7.4.9,,R579,Dtmp kinase,R02098,C00002; C00365,C00008; C01346,Km_C00008: 0.2370689362287521; Km_C01346: 0.378050297498703; Km_C00002: 0.1309832483530044; Km_C00365: 2.5,Kcat_F: 11.07164205882075; Kcat_R: 8.400264009580718
WP_000013046.1,2.1.3.2,,R580,Aspartate carbamoyltransferase,R01397,C00049; C00169,C00009; C00438,Km_C00009: 0.9351587295532228; Km_C00438: 0.4701942503452301; Km_C00049: 1.0745086669921875; Km_C00169: 13.84,Kcat_F: 5.618793286877446; Kcat_R: 4.638139439456261
WP_000985549.1,3.1.3.23,,R581,Sugar-phosphatase,R00804,C00001; C00934,C00009; C11477,Km_C00009: 1.4938071966171265; Km_C11477: 0.0291067063808441; Km_C00001: 1.7803492546081543; Km_C00934: nan,Kcat_F: 1.568699908865403; Kcat_R: 0.01252949592930555
WP_001207520.1,3.2.2.3,,R582,Uridine nucleosidase,R01080,C00001; C00299,C00106; C00121,Km_C00106: 0.1598334610462188; Km_C00121: 1.5948644876480105; Km_C00001: 1.0728600025177002; Km_C00299: 0.408,Kcat_F: 6.190878321730801; Kcat_R: 1.0371636752253095
WP_001289167.1,1.2.1.11,,R583,Aspartate-semialdehyde dehydrogenase,R02291,C00006; C00009; C00441,C00005; C00080; C03082,Km_C00005: 0.0471638105809688; Km_C00080: 3.864613771438599; Km_C03082: 0.1938379555940628; Km_C00006: 562.5500000000001; Km_C00009: 1.1019750833511353; Km_C00441: 0.14,Kcat_F: 141.94885694329034; Kcat_R: 109.5434134114596
WP_001076997.1,4.1.99.12,,R584,"3,4-dihydroxy-2-butanone-4-phosphate synthase",R07281,C00199,C00058; C15556,Km_C00058: 1.207564115524292; Km_C15556: nan; Km_C00199: 0.1658814549446106,Kcat_F: 113.01326133660264; Kcat_R: 44.98780991742517
WP_001139613.1,3.5.4.16,,R585,Gtp cyclohydrolase i,R00424,C00001; C00044,C00058; C04895,Km_C00058: 2.0906577110290527; Km_C04895: 0.1032071486115455; Km_C00001: 1.314337968826294; Km_C00044: 0.2016223967075348,Kcat_F: 2.8287382273843455; Kcat_R: 8.69647781413849
WP_001139613.1,3.5.4.16,,R586,Gtp cyclohydrolase i,R00428,C00001; C00044,C05922,Km_C05922: 0.155562087893486; Km_C00001: 1.314337968826294; Km_C00044: 0.2016223967075348,Kcat_F: 2.8287382273843455; Kcat_R: 27.161246825187117
WP_001139613.1,3.5.4.16,,R587,Gtp cyclohydrolase i,R04639,C00001; C04895,C06148,Km_C06148: 0.1415182650089264; Km_C00001: 1.314337968826294; Km_C04895: 0.1032071486115455,Kcat_F: 3.362123087907967; Kcat_R: 36.34457516228216
WP_001139613.1,3.5.4.16,,R588,Gtp cyclohydrolase i,R05046,C00001; C05922,C00058; C05923,Km_C00058: 2.0906577110290527; Km_C05923: 0.1152956187725067; Km_C00001: 1.314337968826294; Km_C05922: 0.155562087893486,Kcat_F: 14.473417425259374; Kcat_R: 22.861664888955303
WP_001139613.1,3.5.4.16,,R589,Gtp cyclohydrolase i,R05048,C05923,C06148,Km_C06148: 0.1415182650089264; Km_C05923: 0.1152956187725067,Kcat_F: 33.26903230011793; Kcat_R: 36.34457516228216
WP_000842100.1,1.1.1.284,,R590,S-(hydroxymethyl)glutathione dehydrogenase,R06983,C00003; C14180,C00004; C00080; C01031,Km_C00004: 0.0304459780454635; Km_C00080: 1.1229801177978516; Km_C01031: 0.0912433117628097; Km_C00003: 0.0507873967289924; Km_C14180: 0.094,Kcat_F: 92.40172108420305; Kcat_R: 54.594271820844426
WP_000842100.1,1.1.1.284,,R591,S-(hydroxymethyl)glutathione dehydrogenase,R07140,C00006; C14180,C00005; C00080; C01031,Km_C00005: 0.0185216255486011; Km_C00080: 1.1229801177978516; Km_C01031: 0.0912433117628097; Km_C00006: 0.0455257631838321; Km_C14180: 0.094,Kcat_F: 93.19814362631074; Kcat_R: 54.52208694620848
WP_000148581.1,2.1.3.2,,R592,Aspartate carbamoyltransferase,R01397,C00049; C00169,C00009; C00438,Km_C00009: 0.9351587295532228; Km_C00438: 0.4701942503452301; Km_C00049: 1.0745086669921875; Km_C00169: 13.84,Kcat_F: 5.618793286877446; Kcat_R: 4.638139439456261
WP_000621515.1,4.1.1.11,,R593,Aspartate 1-decarboxylase,R00489,C00049,C00011; C00099,Km_C00011: 0.5251091122627258; Km_C00099: 0.4385558068752289; Km_C00049: 0.3128981590270996,Kcat_F: 2.7819465911503305; Kcat_R: 2.118189278285876
WP_000762229.1,1.1.1.28,,R594,D-lactate dehydrogenase,R00704,C00003; C00256,C00004; C00022; C00080,Km_C00004: 0.08124999999999999; Km_C00022: 5.975; Km_C00080: 2.6271510124206543; Km_C00003: 0.0732351019978523; Km_C00256: 0.7743139863014221,Kcat_F: 137.86074695292174; Kcat_R: 541.25
WP_001341577.1,1.6.5.9,,R595,Nadh:quinone reductase (non-electrogenic),R02163,C00003; C00390,C00004; C00080; C00399,Km_C00004: 0.027977455407381; Km_C00080: 0.1528425961732864; Km_C00399: 0.0119792651385068; Km_C00003: 0.0483223535120487; Km_C00390: 0.0165184997022151,Kcat_F: 15.810755279056892; Kcat_R: 30.003245224664667
WP_000105579.1,3.5.3.11,,R596,Agmatinase,R01157,C00001; C00179,C00086; C00134,Km_C00086: 8.067173957824707; Km_C00134: 1.7514408826828003; Km_C00001: 2.480346441268921; Km_C00179: 1.1,Kcat_F: 33.86390072010815; Kcat_R: 1832.447684967537
WP_001234777.1,3.5.4.13,,R597,Dctp deaminase,R02325,C00001; C00458,C00014; C00460,Km_C00014: 1.2256920337677002; Km_C00460: 0.0366811342537403; Km_C00001: 0.9532127976417542; Km_C00458: 0.0137314349412918,Kcat_F: 1.4475119548162847; Kcat_R: 8.271748223411995
WP_001234777.1,3.5.4.13,,R598,Dctp deaminase,R00568,C00001; C00063,C00014; C00075,Km_C00014: 1.2256920337677002; Km_C00075: 0.1179423630237579; Km_C00001: 0.9532127976417542; Km_C00063: 0.0410221144556999,Kcat_F: 2.142858297438316; Kcat_R: 8.429879299423478
WP_001234777.1,3.5.4.13,,R599,Dctp deaminase,R06137,C00001; C06059,C00014; C11824,Km_C00014: 1.2256920337677002; Km_C11824: 0.0074826409108936; Km_C00001: 0.9532127976417542; Km_C06059: nan,Kcat_F: 1.6550239096325694; Kcat_R: 9.871416936592249
WP_000183060.1,2.7.7.9,,R600,Utp-glucose-1-phosphate uridylyltransferase,R00289,C00075; C00103,C00013; C00029,Km_C00013: 0.1330767720937729; Km_C00029: 0.1453723460435867; Km_C00075: 0.064; Km_C00103: 0.01,Kcat_F: 10.343449744074125; Kcat_R: 7.096409382213162
WP_000187778.1,1.17.4.2,,R601,Ribonucleoside-triphosphate reductase (thioredoxin),R04315,C00001; C00343; C04283,C00342; C03802,Km_C00342: nan; Km_C03802: nan; Km_C00001: 1.477914571762085; Km_C00343: nan; Km_C04283: nan,Kcat_F: 3.1256442713204224; Kcat_R: nan
WP_000187778.1,1.17.4.2,,R602,Ribonucleoside-triphosphate reductase (thioredoxin),R02014,C00001; C00131; C00343,C00002; C00342,Km_C00002: 0.0791483595967292; Km_C00342: nan; Km_C00001: 1.477914571762085; Km_C00131: 0.0368009544909; Km_C00343: nan,Kcat_F: 5.938056920933523; Kcat_R: 13.137582408206812
WP_000187778.1,1.17.4.2,,R603,Ribonucleoside-triphosphate reductase (thioredoxin),R02020,C00001; C00286; C00343,C00044; C00342,Km_C00044: 0.0770463421940803; Km_C00342: nan; Km_C00001: 1.477914571762085; Km_C00286: 0.0446963682770729; Km_C00343: nan,Kcat_F: 1.7903286588009735; Kcat_R: 5.576510839647479
WP_000187778.1,1.17.4.2,,R604,Ribonucleoside-triphosphate reductase (thioredoxin),R02022,C00001; C00343; C00458,C00063; C00342,Km_C00063: 0.0897077992558479; Km_C00342: nan; Km_C00001: 1.477914571762085; Km_C00343: nan; Km_C00458: 0.0550237335264682,Kcat_F: 8.314300702494403; Kcat_R: 16.731856261331032
WP_000187778.1,1.17.4.2,,R605,Ribonucleoside-triphosphate reductase (thioredoxin),R02023,C00001; C00343; C00460,C00075; C00342,Km_C00075: 0.157546192407608; Km_C00342: nan; Km_C00001: 1.477914571762085; Km_C00343: nan; Km_C00460: 0.101273700594902,Kcat_F: 4.409838750459589; Kcat_R: 10.42378155437686
WP_001090386.1,2.7.7.4,,R606,Sulfate adenylyltransferase,R00529,C00002; C00059,C00013; C00224,Km_C00013: 0.1651891469955444; Km_C00224: 0.0381617099046707; Km_C00002: 0.0667746737599372; Km_C00059: 0.7738238573074341,Kcat_F: 6.062441746162786; Kcat_R: 3.2532021373519533
